ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
DD0E6A02713C4BB5,classic_bike,2021-07-05 15:03:36,2021-07-05 15:41:53,W 100 St & Manhattan Ave,7538.14,MacDougal St & Prince St,5687.04,40.795,-73.9645,40.72710258,-74.00297088,member
2DC455EBE388DB4A,classic_bike,2021-07-02 10:32:41,2021-07-02 10:40:13,8 Ave & W 31 St,6450.05,W 16 St & The High Line,6233.05,40.7505853470215,-73.9946848154068,40.74334935,-74.00681753,member
5804B783C4915EDE,classic_bike,2021-07-22 11:13:26,2021-07-22 11:27:33,West End Ave & W 60 St,7059.08,W 47 St & 6 Ave,6667.04,40.77237,-73.99005,40.758397,-73.98255,member
3C6554C6C87783E3,classic_bike,2021-07-07 17:49:55,2021-07-07 18:35:39,West End Ave & W 60 St,7059.08,W 16 St & The High Line,6233.05,40.77237,-73.99005,40.74334935,-74.00681753,member
CE2E1F080D0EC38E,classic_bike,2021-07-06 16:33:36,2021-07-06 16:44:13,8 Ave & W 31 St,6450.05,MacDougal St & Prince St,5687.04,40.7505853470215,-73.9946848154068,40.72710258,-74.00297088,member
EDBAA01000B0D56A,classic_bike,2021-07-14 11:10:50,2021-07-14 15:23:43,West End Ave & W 60 St,7059.08,Grand Army Plaza & Central Park S,6839.10,40.77237,-73.99005,40.7643971,-73.97371465,member
1BD4F84D2B0AA27E,classic_bike,2021-07-29 19:13:47,2021-07-29 19:54:07,W 15 St & 10 Ave,6115.09,Nassau Ave & Russell St,5581.01,40.742753828659026,-74.00747358798981,40.72557,-73.94434,member
C99CCE3F62A9B056,classic_bike,2021-07-03 18:28:05,2021-07-03 18:44:43,Alexander Ave & E 134 St,7712.04,5 Ave & W 126 St,7701.21,40.807466,-73.927107,40.80722,-73.9418,member
F03A23AEFBDD42EA,classic_bike,2021-07-18 12:57:56,2021-07-18 13:21:26,W 84 St & Broadway,7409.08,Grand Army Plaza & Central Park S,6839.10,40.7867947,-73.977112,40.7643971,-73.97371465,member
8B68259257EE687E,classic_bike,2021-07-01 12:48:57,2021-07-01 12:53:51,E 7 St & Avenue A,5626.07,1 Ave & E 18 St,5854.09,40.72621788,-73.98379855,40.733812191966315,-73.98054420948029,member
3ADAB5728110D6AB,classic_bike,2021-07-26 17:43:17,2021-07-26 17:53:41,Carroll St & 5 Ave,4060.09,Clinton St & Joralemon St,4605.04,40.6751622,-73.9814832,40.69239502,-73.99337909,member
36E26D9A9EAB5F60,classic_bike,2021-07-05 23:32:25,2021-07-05 23:38:11,E 7 St & Avenue A,5626.07,1 Ave & E 18 St,5854.09,40.72621788,-73.98379855,40.733812191966315,-73.98054420948029,member
A774232D4A6BEB9D,classic_bike,2021-07-18 21:28:15,2021-07-18 21:34:18,Bond St & Fulton St,4479.06,Clinton St & Joralemon St,4605.04,40.68962188790333,-73.98304268717766,40.69239502,-73.99337909,member
AE6F721DA0C812CE,classic_bike,2021-07-15 22:57:41,2021-07-15 23:01:29,E 7 St & Avenue A,5626.07,E 11 St & Avenue B,5659.11,40.72621788,-73.98379855,40.72746420692392,-73.97950418293476,member
84132DDDE9A64B89,classic_bike,2021-07-09 09:27:05,2021-07-09 09:30:49,E 7 St & Avenue A,5626.07,1 Ave & E 18 St,5854.09,40.72621788,-73.98379855,40.733812191966315,-73.98054420948029,member
D2EB9DB5F4B1C40B,classic_bike,2021-07-23 20:52:27,2021-07-23 21:06:02,W 84 St & Broadway,7409.08,Grand Army Plaza & Central Park S,6839.10,40.7867947,-73.977112,40.7643971,-73.97371465,member
3DC6ACE0FF34EF8F,classic_bike,2021-07-24 18:16:12,2021-07-24 18:37:56,W 100 St & Manhattan Ave,7538.14,Grand Army Plaza & Central Park S,6839.10,40.795,-73.9645,40.7643971,-73.97371465,member
3E21A5ED3D7F39FC,docked_bike,2021-07-27 16:32:06,2021-07-27 17:48:15,W 100 St & Manhattan Ave,7538.14,Grand Army Plaza & Central Park S,6839.10,40.795,-73.9645,40.764397,-73.973715,casual
937C694354DD7FE6,classic_bike,2021-07-03 17:28:03,2021-07-03 17:29:03,Central Ave & Melrose St,4832.07,George St & Wilson Ave,4906.07,40.70112,-73.93039,40.702997,-73.92997,member
